ID,APP_NAME,PLATFORM,DATE,REVENUE_CENTS,IMPRESSIONS
7f2a395e15de978aa56df53121b9c284,jumping blocks,ios,2010-11-01,11.31467754,260
340444714972ee7ec18a291c5db8e84f,jumping blocks,ios,2010-11-01,94.63110059099999,2160
133cf34e024c0e035ac59a1a20145d06,jumping blocks,ios,2010-11-01,60.239520218,1360
c57bed69ea01143c0b0a643ed7645f7f,jumping blocks,ios,2010-11-01,28.601746449,640
ff26dfe80b5867063f3926628b80e296,jumping blocks,ios,2010-11-01,7.160864133,160
9b05a9f2043702d80aeb573f0c0d7fd7,jumping blocks,ios,2010-11-01,100.897582124,2300
2956603fa35e98ccbc76cf38ebb96868,jumping blocks,ios,2010-11-01,7.360339667,170
b0c62a053828eead4f24274ecdf90520,jumping blocks,ios,2010-11-02,3.252466664,60
2ace98c567ff6b8707581708a7f918ac,jumping blocks,ios,2010-11-03,38.451863765,90
65972c59bf4fcb2a2f0986fda8f3a17b,jumping blocks,ios,2010-11-02,17.009242093,390
cfb1d6a9bb46787983c93c353783c9f6,parking hoops,android,2010-11-01,97.25058717,310
a81d40c8b422c836f5a035f9fb3b6498,jumping blocks,ios,2010-11-03,17.286580413,390
57fa0951317272e66cfd405004a3ee2a,jumping blocks,ios,2010-11-03,3.5203563869999996,60
e85f2a254dc1174bdb13ce2515a83d4d,jumping blocks,ios,2010-11-03,11.598468806,40
eb7418b71e2cbd50c388e0005cc60f6c,jumping blocks,ios,2010-11-01,20.345360049,450
464fe0f6c1c303f943a7a7ad06868006,parking hoops,android,2010-11-01,211.963785099,690
a0bf6a821a1678b3e799a5ec8091ca65,jumping blocks,ios,2010-11-01,378.058901444,1240
835a9f5aa4777b0b9037e05afcae45de,jumping blocks,ios,2010-11-01,40.321339362,920
6e58d222f9130b0cb992d8b47d206620,jumping blocks,ios,2010-11-01,60.536840122,1390
14312c0a383e72524df6474670916948,jumping blocks,ios,2010-11-01,39.18801631,120
627cebde60c47e4436c9315443cb88a2,jumping blocks,ios,2010-11-01,55.31236126,1240
206366f2b3e7af845e4ccccb92828951,jumping blocks,ios,2010-11-01,161.487948873,530
db2bd68a2c52ca0a6000e2a9546f5864,parking hoops,ios,2010-11-01,44.96397661,140
134c88ee2727717c2520ed1c50a24082,jumping blocks,ios,2010-11-01,161.66604009,530
56a50b88cc9f9bb82afd7ee253afa928,parking hoops,ios,2010-11-01,297.08599191999997,960
519f6ec480d83bfb7fb6d9f178b2bd60,parking hoops,ios,2010-11-01,98.81294052999999,320
9927a6004a2545b0db344a530992c453,parking hoops,android,2010-11-01,249.40298547,810
4d248e97ad53388af40fab4042457639,jumping blocks,ios,2010-11-01,18.027266258,410
fd4a79dbb04628aef2fe64b9c637e9db,jumping blocks,ios,2010-11-01,140.785660006,3220
8e99394fe627a3c7457a87e416becd4b,parking hoops,ios,2010-11-01,663.296437621,2130
76e3772396d84bb95526f6171cb577a2,jumping blocks,ios,2010-11-01,10.897622900999998,240
9bbb05428ec4d962b553b8164345193c,jumping blocks,ios,2010-11-01,225.777568509,740
a96877cb4745f0b36d009cf334455d94,jumping blocks,ios,2010-11-01,95.733059861,2190
ffe17084b56e1b8cb67ee25316d9a4a5,jumping blocks,ios,2010-11-01,31.379862745999997,730
eb39853d8d7e51b0b12e9f682c8efe0b,jumping blocks,ios,2010-11-01,119.64595086599999,2720
aad863b42440c9db4e5322d07bfdede7,jumping blocks,ios,2010-11-01,21.33834875,490
118267e18b1436f47dc46736786d1aad,parking hoops,android,2010-11-01,269.767007689,870
bda871537889e1593c1fecb1e4575bdf,jumping blocks,ios,2010-11-01,51.2905571,1160
00b204b4cfe70a4d7a99961773234f69,jumping blocks,ios,2010-11-01,123.89392255000001,400
c81168e9adb057f918fb32529e98734f,jumping blocks,ios,2010-11-01,12.737914588,290
37e6a470c58801d9691cbaaf0e962ad9,jumping blocks,ios,2010-11-01,649.90455053,2100
11dd6f15a6a643b35f9f6a17004938c8,jumping blocks,ios,2010-11-01,41.343051015,930
bb73a8ed4eb569dd5afd5f868a72b982,jumping blocks,ios,2010-11-01,21.310071963,480
e895540b757fcc510d8c5cf8c66035d4,parking hoops,ios,2010-11-01,345.489571265,1110
6a7b060639d8a890cd672ac2aaa76364,jumping blocks,ios,2010-11-01,376.0710363,1220
d5ba807e87dec7d6f4c6cf07b07e2b44,jumping blocks,ios,2010-11-01,163.872794172,3710
d3306ea0f5a5043c334d914997b096a7,jumping blocks,ios,2010-11-01,33.854649433,760
82d8b5a4a6e6a9271d23e815ce3b001b,jumping blocks,ios,2010-11-01,327.024069824,1050
96bf9138369ef66a8b78c625fbf52699,jumping blocks,ios,2010-11-01,13.474112587,300
9d4abbc35efeb29ce6ceb748a105c25f,jumping blocks,ios,2010-11-01,598.659932531,1930
8725acb6d8a4c6587653f3aef6ffefb7,jumping blocks,ios,2010-11-01,32.131174373,730
0af97a24ed6cc4c381fac124e000a9d8,parking hoops,android,2010-11-01,225.03416040000002,740
955736ecdffd3dd5e194d684093b9965,parking hoops,android,2010-11-01,219.27606945,700
48a0de994870afca5beff86ce9e8d746,jumping blocks,ios,2010-11-01,646.559793823,2100
ac80a9efb80144837b459d72c481b73a,jumping blocks,ios,2010-11-01,144.34552763,3290
164d66b4b7fd57fcd1c31ec7f14a8184,parking hoops,android,2010-11-01,160.14484617,520
2465f10f2c41de7bbbaf68f1a8ecab5e,jumping blocks,ios,2010-11-01,179.201154969,4070
1ae938217f9b38b67d06b7126528dfd2,jumping blocks,ios,2010-11-01,10.52574768,240
a013e8154195b04314dd3ae6d304db9a,jumping blocks,ios,2010-11-01,132.05396541,430
c0f27068b42a3d1ca17b834c9eb5ccc5,parking hoops,android,2010-11-01,334.684110666,1090
1079f026e67a811ec38d84ed026d4234,jumping blocks,ios,2010-11-01,23.433085612,540
5792a45bd8f6a1635467fe707cd30303,jumping blocks,ios,2010-11-01,207.875286211,690
d96d566dbd63a100b512e5152565e06c,jumping blocks,ios,2010-11-01,54.993049977,1270
ed6c780ad47adb80d29f04c7b1851b0a,jumping blocks,ios,2010-11-01,6.6728811850000005,150
06c7a1cbff522e02983ad3c7f2988187,jumping blocks,ios,2010-11-01,65.47072482,1490
3fd29c1809f9c5febef72375ad751bc3,jumping blocks,ios,2010-11-01,15.214595947,360
e211ebd79dd8bb79d232cddb4bb9a9b2,jumping blocks,ios,2010-11-01,32.657200154,750
62ee4aa9d530365f4f79402250e74d1c,jumping blocks,ios,2010-11-01,21.882520464000002,500
788b719a7f4949f704831caa4352e4b2,jumping blocks,ios,2010-11-01,27.178471572,620
5c458a6ab05a3b2734feb5631595dddd,jumping blocks,ios,2010-11-01,236.55561937,770
117c15caf9a351d076e58bc239e43f32,jumping blocks,ios,2010-11-01,47.392884651,1080
b0244d5c747e3f0d8b9609fa421de7c4,jumping blocks,ios,2010-11-01,45.764756832,1050
438c4ec47aa4f40a32b9a72121e7854f,jumping blocks,ios,2010-11-01,190.61771358000001,620
acbd8265959fc8cc41a4e3f712691584,parking hoops,android,2010-11-01,266.28692863000003,860
f592d0ff847f0df0c378552829fa1759,parking hoops,ios,2010-11-01,108.34140191,350
5f0442c82dba3959bf5129e6c36e9814,jumping blocks,ios,2010-11-01,21.462621417999998,490
09fbefa81832bf29d9fd2a04a522633d,jumping blocks,ios,2010-11-01,36.758599926,840
5d6f8ff9cb794d2d0240b31ccaafd801,parking hoops,android,2010-11-01,166.5125258,530
4b94b651f500b0b8d783e4e42771d736,jumping blocks,ios,2010-11-01,79.81549571,260
1875ef06a19c4ae578ee52bc207f6c1b,jumping blocks,ios,2010-11-01,71.156337273,240
5fcf4d18d351f280d3635d79657af67b,parking hoops,android,2010-11-01,731.825760743,2380
3e5d967a0918835595a381701890c750,jumping blocks,ios,2010-11-01,22.494820576000002,500
493a946b21bc41be5904e7d4203fe082,jumping blocks,ios,2010-11-03,50.782957614,180
a680fbeeb151f0485a1cbe7de336b11c,jumping blocks,ios,2010-11-03,63.755387024,1460
e7519fec6abea4323f32dce107ef79db,jumping blocks,ios,2010-11-01,47.978376442,1090
6461b214c163bb58fb8897f4f8d60c2c,jumping blocks,ios,2010-11-01,71.20755431,1620
f901864a63eb6aaa99c82a44d5f7c157,jumping blocks,ios,2010-11-01,165.40003136,530
130ca54032c3850c7c2afc65435e09ce,parking hoops,ios,2010-11-01,197.3922811,640
00ceb128360785512e70cdf82bc75ae5,parking hoops,ios,2010-11-01,251.233506233,830
3a24dd7e294330ebd13a046f7327f018,jumping blocks,ios,2010-11-01,494.958107539,11230
5496eedac0176ac8df413b5d1b8a3f29,jumping blocks,ios,2010-11-01,782.950577531,2540
84454fc057e989f6fae1706b6c9b3461,jumping blocks,ios,2010-11-01,41.950252544,950
23926c77796a3099b5215628fc08c8ff,jumping blocks,ios,2010-11-01,32.860687938,740
3792d7dced64bc9e46d8346cd0bdbe56,jumping blocks,ios,2010-11-01,535.388667469,1740
f73bff72e2822b71b845e40c4b4d46eb,parking hoops,ios,2010-11-01,290.723135167,950
3afa12c2f85b0bab4b407686bea69664,parking hoops,android,2010-11-01,503.722661466,1640
2597e98d9f93831f184d1318773b457a,jumping blocks,ios,2010-11-01,422.209212487,1350
8986019463bc4fe190fa26283e70653f,jumping blocks,ios,2010-11-01,360.809325713,8180
885e5b79dd16c5412520da968e5cf93f,jumping blocks,ios,2010-11-01,26.189603135,590
5db3325c3cddfbdea474f35e8dea621e,jumping blocks,ios,2010-11-01,273.849667539,900
2cd842b2d70a905b415f9c9339d3e31c,parking hoops,ios,2010-11-01,1271.591048589,4100
4720d3b507731153703f9fca3ce4ff2c,jumping blocks,ios,2010-11-01,42.018957837,960
8a42fe16c5bcc4f78e9ef5ef5153a92c,jumping blocks,ios,2010-11-01,31.359510335,710
d3e8e6bdc2c4dd0a4f9aca9089955bbd,jumping blocks,ios,2010-11-01,10.235938499,230
6b33da9b37b453032b748f54e71b8539,jumping blocks,ios,2010-11-01,80.080298145,1830
d01cf8e10fe058107c72e6815826852b,parking hoops,android,2010-11-01,186.02244636999998,600
350a5ae6c561a6a8f317a92019a0590b,parking hoops,android,2010-11-01,87.37574866,290
b467cbb959c6a9bf029fa2092f09b46a,jumping blocks,ios,2010-11-01,55.172811122,1270
3dbc74de4aff876e6db2c2fce59fec8d,parking hoops,ios,2010-11-01,107.88474219999999,350
55f5c0ecc3f8acae5bcb015490c91084,jumping blocks,ios,2010-11-01,490.710108048,1570
5994b0fbeffb0c67bb94a2bcbb8e2bc2,parking hoops,ios,2010-11-01,431.284002546,1400
024555106fb54ccef7d8a0d357afc12b,jumping blocks,ios,2010-11-01,16.38652162,370
08927f3474025838ef5489e73f4c0a91,jumping blocks,ios,2010-11-01,94.32197448,290
33275b47c5ea29f32b092e75d0ac5808,jumping blocks,ios,2010-11-01,109.124191207,2490
94148a3b61c42407efb0cfd00a2857af,parking hoops,ios,2010-11-01,192.48343526,630
f89516596ef61e54b9e8fe9c1a338161,jumping blocks,ios,2010-11-01,37.305846596,860
653a1cb789538104855dbd7e5a71edef,jumping blocks,ios,2010-11-01,111.34616161,360
823ac7168d502cd8a6aa3f70b23216cb,jumping blocks,ios,2010-11-01,59.83653855,1350
6c1b5176150b43ed146c36b17a04b895,jumping blocks,ios,2010-11-01,20.298971291999997,460
bf74f22afcd6a4aa86bb34dd7bc528c6,jumping blocks,ios,2010-11-01,30.330388298,690
ffd4f3d1638144934ce40a1a046e07f9,jumping blocks,ios,2010-11-01,25.671174792,580
834ad18204c9c3b45b87207ec8e801eb,jumping blocks,ios,2010-11-01,25.51137445,580
f6a66dcd245514842a02242e96a3491a,jumping blocks,ios,2010-11-01,46.233499265999995,1060
63d5bbdda9c3faaebe542ea97aa94e80,parking hoops,ios,2010-11-01,162.76064282,530
63f0bc730af5f36615d1203f019bb208,jumping blocks,ios,2010-11-01,13.171261592,300
449259c2e7c29ff9d337b4c34bdd4a3c,jumping blocks,ios,2010-11-01,120.03966168000001,390
9ecc61fc02195bf3db7786536ea37f2e,jumping blocks,ios,2010-11-01,151.698500358,500
4b8504f73560ac82b3e1bae7a36d81f3,jumping blocks,ios,2010-11-01,65.002132988,1480
d2f5613285b315dd2718cdba91afe98c,jumping blocks,ios,2010-11-01,5.773723401,120
388a396a9e48c92b8693a8639883e433,parking hoops,android,2010-11-01,53.366279780000006,170
ddd0a2c87601346525127a89cd0d6d54,jumping blocks,ios,2010-11-01,48.309627152000004,1110
d9b87ab9fbdb4b1d2273455b1369686e,jumping blocks,ios,2010-11-01,12.747761628,290
8fc388b39583c977940d63b5853a7aa7,jumping blocks,ios,2010-11-01,211.05204842999999,680
8b68f426dd3fd372d38a57017f4c49f4,parking hoops,android,2010-11-01,451.65153396,1480
57997c897845d7e099668a4ccd438a58,jumping blocks,ios,2010-11-01,113.183366974,2550
c263f765e5bf6a91c584cfb7763ecd3d,jumping blocks,ios,2010-11-01,20.750537252,470
e7f236dd343c6fe26c392a150b8e8f8a,parking hoops,android,2010-11-01,309.69250279,1010
5355fa5da14e961c2a9f62a634ca1d72,jumping blocks,ios,2010-11-01,89.117801753,2010
715311ace5e495e31c3025f742e60fee,jumping blocks,ios,2010-11-01,109.355923172,2500
cb08646c03fd624b9510435bb1d77204,jumping blocks,ios,2010-11-01,121.774061055,2720
0bbb200437cacd53218774be40164dc2,jumping blocks,ios,2010-11-01,6.253480938,140
2dedda654e3126d1f494fb1865e9e0a0,jumping blocks,ios,2010-11-01,97.654849191,2210
16fda42807f27fd94acd663f67ece01e,jumping blocks,ios,2010-11-01,19.184512028,440
2cd527913d306574cbe99b3667e81ccb,jumping blocks,ios,2010-11-01,28.074584347000002,630
12296d9aa97daab6e01c0f4949261304,jumping blocks,ios,2010-11-01,39.760454421000006,890
d27fc1167195ed1cd3fec29b6ee5131f,jumping blocks,ios,2010-11-01,742.313346069,2440
157bcde50ad308a4e00da6755dfa083b,jumping blocks,ios,2010-11-01,68.052475168,1550
1e0561cf7768b1309f5eb917e649e8c0,parking hoops,android,2010-11-01,655.96469062,2110
194678069c523a0ff41007f8bd6534c4,parking hoops,ios,2010-11-01,202.41149848,660
579782197a2db504759906d344baf89f,parking hoops,android,2010-11-01,101.39156408000001,320
f17e896b95763ee137e69ae10be21dcb,jumping blocks,ios,2010-11-01,5.03001561,110
86bc64c5a505f9e6ebb31fdd2aa81ec4,jumping blocks,ios,2010-11-01,48.614267197000004,1100
831f960f5da57b3e0be8e5d2f53560f4,jumping blocks,ios,2010-11-01,51.80675973,170
a797aac068ffda83b141df584ce1a8ac,parking hoops,ios,2010-11-01,135.31903638,440
4a8e608110cf5a0969060f849169ab11,jumping blocks,ios,2010-11-01,54.207511254,1220
58a231542750735e1f9cd332b4d2c1c1,jumping blocks,ios,2010-11-01,233.817944436,770
d2f4a10effe4a7413d6874d760229e1f,jumping blocks,ios,2010-11-01,84.51006785,1930
54adae952fc5be6646f8dfd039b054cd,jumping blocks,ios,2010-11-01,33.0000732,730
425f9299440214fc420f0a88ecb438ba,parking hoops,android,2010-11-01,127.92786881,410
8b1cfb8ad987dfa72f297275acfd892c,parking hoops,android,2010-11-01,320.79225013,1050
31afe37486a8d5d164739ccacfb0c25b,jumping blocks,ios,2010-11-01,84.872261818,1910
66a5cc69741538afe0ee6901e46c035a,jumping blocks,ios,2010-11-01,654.33617628,2140
a5db36e845770502babc5453d21615b8,jumping blocks,ios,2010-11-01,52.54997993,1200
64b3e06b89951dd41989e7bd788f2f05,jumping blocks,ios,2010-11-01,210.654272547,4760
e007d868e26250a7e1bdc62e63e07c7e,jumping blocks,ios,2010-11-01,16.091093497,360
4b41c81aed1666da6ddc6c24f5d240b5,parking hoops,ios,2010-11-01,779.107811287,2530
1674e62fce78ff456c5333501d9e1674,jumping blocks,ios,2010-11-01,15.06596261,330
3e134464e7f503a86fb52b63debd0e3c,jumping blocks,ios,2010-11-01,25.26552198,80
d8e55cfceabac45515f454b81447b799,parking hoops,android,2010-11-01,349.172397947,1120
f98eb0bc15a57140210933e6e32f8ef0,parking hoops,android,2010-11-01,33.68193112,110
4a3b03c5915c1719ac697c09a727fb92,jumping blocks,ios,2010-11-01,30.761905244,690
5e826c38907fff89d3da2c7a8849471c,jumping blocks,ios,2010-11-01,35.484777665,800
72cd1730224bb150670cfc0c6281adf0,parking hoops,android,2010-11-01,1104.7879856519999,3610
031cfa60177f4cff447eed3c273ae5a1,jumping blocks,ios,2010-11-01,86.369533624,1970
a54c05c50f66b1df49124c31b97ac8cc,parking hoops,android,2010-11-01,362.28544516,1180
9c0a8e9dfe2b5c4f85b798f57373ff5c,parking hoops,ios,2010-11-01,88.16215473700001,290
ce60282f6660f662ad84608d85ae0382,jumping blocks,ios,2010-11-01,273.138367137,870
ea1019a51c8e3241d03838e6ba1b748c,jumping blocks,ios,2010-11-01,20.075642739,460
e359d89dfb76c19d43943feaecf6e9cf,parking hoops,android,2010-11-01,303.71405431,980
022875070ccae05c18294c7b4653a28f,jumping blocks,ios,2010-11-01,54.109845863000004,1230
f52a207d1db6aad9f98aa7fd1b271fb0,parking hoops,ios,2010-11-01,1045.959539025,3400
9f204894389825fe0cee890e3f80a3f5,jumping blocks,ios,2010-11-01,441.24329477,10030
719df8deded658ecd749947b96c8b969,jumping blocks,ios,2010-11-01,74.862403395,1710
ee35d836c8d7d2a505206221abff1719,jumping blocks,ios,2010-11-01,71.690987841,1640
8de6b10bc81a304271b0dca613330beb,jumping blocks,ios,2010-11-01,23.113237716,530
2923fd50e517390372f9e68b38627a00,parking hoops,android,2010-11-01,290.32404384899996,940
491c6e4ce9e4707a0430ee3395ee347c,parking hoops,ios,2010-11-01,536.05229205,1710
c058c91e797f51dba38c0119098091ec,jumping blocks,ios,2010-11-01,136.74713372000002,440
acb99ac2c6b4c8ba3dd10a06ebae1065,jumping blocks,ios,2010-11-01,41.70336651,130
fbefad87f45ce25d81c1bf3649265820,jumping blocks,ios,2010-11-01,10.001251586,220
aca0c309f0813f3bab0ae28ec3ca0fb2,parking hoops,android,2010-11-01,335.05673488,1090
25d16ff5d10a4d005161584f1c4d7586,jumping blocks,ios,2010-11-01,120.536546227,2710
c8356592ff8ddebcce036cb614c169b5,jumping blocks,ios,2010-11-01,82.913959456,1900
c821003c757f61fa3f190143c1c0bf73,parking hoops,android,2010-11-01,274.62172014,900
614d0db4dc346a96a2345ffe25df5f54,jumping blocks,ios,2010-11-01,123.05214994,2790
ebd430c0280c6147830e1f909d567b06,jumping blocks,ios,2010-11-01,29.112039289,650
f5913ee7b85c1067f6dd5982049b1565,jumping blocks,ios,2010-11-01,4.889727801,10
277eaed9713716299c2c2daac248660c,jumping blocks,ios,2010-11-01,64.289725106,1460
0268c8e79b5ff29f356c8249b2fbf5e9,jumping blocks,ios,2010-11-01,117.250658067,2640
ac3f27e6d75b0412731e0e0ae35bac38,jumping blocks,ios,2010-11-01,10.89906143,240
f3003e35bf42391d16d6eb85e0145233,jumping blocks,ios,2010-11-01,289.781566441,930
fbe6f8d19df970cbe45011cf172c6683,jumping blocks,ios,2010-11-01,45.425771229000006,1030
2c299757defe74b2cb1a65d3517aae98,jumping blocks,ios,2010-11-01,37.58775241,850
749cfb9caef741829b0a4032faae4d2e,parking hoops,ios,2010-11-01,589.335297649,1920
7eec6e13a3de311104f0a2a8aef17daf,jumping blocks,ios,2010-11-01,70.085641042,1590
141a744cc0444de614c4a28b467eef5c,jumping blocks,ios,2010-11-01,236.689229637,760
fd08be2dd9a633dd3ca118276d6bbfcc,jumping blocks,ios,2010-11-01,231.492914096,5250
8f85990d2400d3ddedc2ff0201906ef1,parking hoops,ios,2010-11-01,202.407267489,650
1c8fe84a4094c7d79830b8da0c6c9e8e,parking hoops,android,2010-11-01,66.80287544000001,220
fad0e0ad3349994bd4f049ff014bb920,jumping blocks,ios,2010-11-01,6.082116289,140
f92c85b8c095ef87ee5a5b9666ca28af,parking hoops,android,2010-11-01,427.399872689,1400
71e831daf3bf8c342aa01fa408f44acb,jumping blocks,ios,2010-11-01,67.582966136,1560
c66a9e4f0c79994c3b12fa26fd9629bf,parking hoops,android,2010-11-01,103.35464433,340
43c673a50899a8ce9f3c049af037fd4f,parking hoops,android,2010-11-01,285.706049995,930
968b6363003ec97e6e7c1d3625c5f8ed,parking hoops,android,2010-11-01,365.08274146,1180
c8c63a010a67cadade62f95e625d86a6,parking hoops,ios,2010-11-01,71.23630033,230
83f203a130f5b84ae341a7a9d5fda77b,parking hoops,ios,2010-11-01,345.746609025,1110
84f296caec21701d6f80f6a264542314,parking hoops,android,2010-11-01,315.426916368,1020
a6cc42633b06e698fab625569dadb5c5,parking hoops,ios,2010-11-01,508.94269812,1640
9148982934649826001318a4e010d362,parking hoops,android,2010-11-01,263.032895319,870
7eacddfcfb25164da3a4e15fef5676d2,jumping blocks,ios,2010-11-01,61.396916839,1400
2d53eab7f9058b2813e2d0a6ef03d615,jumping blocks,ios,2010-11-01,163.7455008,540
bdb0c7a66c3925ec614d7519ae0e5919,parking hoops,android,2010-11-01,352.71299982,1150
89b6b4bbd27f3d4e887412e7c49c0c78,parking hoops,android,2010-11-01,134.86881382,440
dd1d0ec2934e56472f63f642c8e4b077,parking hoops,android,2010-11-01,235.77785873,760
9f24b12b4132338ddbb891bf5013f55f,jumping blocks,ios,2010-11-01,111.75398289399999,2530
39570e32f2b5e7de73035de537692062,jumping blocks,ios,2010-11-01,29.084380167,670
015b2b14536f90dba559a3de5e72d1aa,jumping blocks,ios,2010-11-01,19.741122392999998,450
b52d86fadc338c2c22a078da888abb04,parking hoops,ios,2010-11-01,127.92187133,420
5dbc2b0cb49ce72918287962066bee6f,parking hoops,android,2010-11-01,596.40121357,1930
a8b0d52332a76a763b39102314ba2c67,jumping blocks,ios,2010-11-01,152.240158606,3450
665f06491961f60dc2d4b20552ef8471,jumping blocks,ios,2010-11-01,26.52603444,80
c1519ff2193ab4386637f26eb48bfc3b,jumping blocks,ios,2010-11-01,22.428457919000003,510
ce5286ef7c50b5605821312ed1786016,parking hoops,ios,2010-11-01,28.500219608,100
13878e6f013a1291e1cccc8286e1ef28,parking hoops,android,2010-11-01,278.93961619000004,900
d68dd13e70acbdbda8afd2719641af51,jumping blocks,ios,2010-11-01,18.007982817,410
7ed18184ed638767147bf0c0fd38ecb4,jumping blocks,ios,2010-11-01,48.14568693,150
d2da8e682694ba3cd299b52ec0f30449,jumping blocks,ios,2010-11-01,1063.093701649,3460
