PSEUDO_USER_ID,APP_NAME,PLATFORM,ACQUISITION_CHANNEL,CAMPAIGN_NAME,CREATIVES_NAME,COUNTRY,VERSION,INSTALLATION_DATE
2ff638e4153d810d87bdad3e86c2d422,jumping blocks,ios,Google,jp_03_campaign,jumping_blocks_ad2,au,0.40.1,2010-11-03
2c1896e1c4b2ae0a4c90958ae900253a,jumping blocks,ios,Facebook,jp_01_campaign,jumping_blocks_ad1,us,0.40.1,2010-11-02
1d3c5a8708d95fbd92a54a8097741ca6,jumping blocks,ios,Facebook,jp_01_campaign,jumping_blocks_ad1,us,0.40.1,2010-11-02
7ba7e9e0b10e375f5443636dc6211403,jumping blocks,ios,Facebook,jp_01_campaign,jumping_blocks_ad1,us,0.40.1,2010-11-01
7f3774c4e6631a60eea2cc3128a433c8,jumping blocks,ios,Google,jp_03_campaign,jumping_blocks_ad2,jp,0.40.1,2010-11-01
771755d87a237bb36f38c6ee14b99c0b,jumping blocks,ios,Facebook,jp_01_campaign,jumping_blocks_ad1,us,0.40.1,2010-11-02
5bfdb7c9427d116315e844cf7dfac74e,jumping blocks,ios,Facebook,jp_01_campaign,jumping_blocks_ad1,us,0.40.1,2010-11-01
9ad321e0eb5e4c61c957babf2b8e4286,parking hoops,ios,Google,ph_01_campaign,parking_hoops_ad2,gp,0.20.1,2010-11-02
854b5f889f40a92d8c7762203eee3787,jumping blocks,ios,Facebook,jp_01_campaign,jumping_blocks_ad1,us,0.40.1,2010-11-02
1155bf5813c3d546b6eb2b6780323860,jumping blocks,ios,Facebook,jp_01_campaign,jumping_blocks_ad1,us,0.40.1,2010-11-02
dc44f868f10c6c328aca195ad9e21de5,jumping blocks,ios,Google,jp_03_campaign,jumping_blocks_ad2,jp,0.40.1,2010-11-01
85543422514bc8442b4f88d74b288c65,parking hoops,android,Facebook,ph_02_campaign,parking_hoops_ad6,gp,0.20.2,2010-11-01
9c7233718f63b5755e996c73825661fc,parking hoops,android,Facebook,ph_02_campaign,parking_hoops_ad2,ca,0.20.2,2010-11-01
600a9c1de01c84cb092fd55ed097b91e,jumping blocks,ios,Facebook,jp_01_campaign,jumping_blocks_ad1,us,0.40.1,2010-11-02
8f0e208b9e35a6b0dc670050b599ed6f,parking hoops,ios,Google,ph_01_campaign,parking_hoops_ad1,jp,0.20.1,2010-11-03
1086577f35e281c17aaed2187bb8081a,parking hoops,android,Facebook,ph_02_campaign,parking_hoops_ad23,gp,0.20.2,2010-11-02
9b05a9f2043702d80aeb573f0c0d7fd7,jumping blocks,ios,Facebook,jp_01_campaign,jumping_blocks_ad1,us,0.40.1,2010-11-01
89977ef7cbc37bbe1bab3d177cfa2700,jumping blocks,ios,Facebook,jp_01_campaign,jumping_blocks_ad1,us,0.48.1,2010-11-02
a9930ab0d379f07226f000ab81321d66,jumping blocks,ios,Facebook,jp_01_campaign,jumping_blocks_ad1,us,0.40.1,2010-11-02
8da4a4f0a6a5fcc3ac7b66c059ff2137,jumping blocks,ios,Google,jp_03_campaign,jumping_blocks_ad2,gp,0.40.1,2010-11-01
6427eb6d8190f87773af276771a55b80,parking hoops,ios,Google,ph_01_campaign,parking_hoops_ad4,jp,0.20.1,2010-11-02
b8a929778c1e87b06d992ff5f8546f45,parking hoops,android,Facebook,ph_02_campaign,parking_hoops_ad23,jp,0.20.2,2010-11-01
027c9a7550d32c18538a7cfeef21e5da,jumping blocks,ios,Google,jp_03_campaign,jumping_blocks_ad2,gp,0.40.1,2010-11-02
83eec8533e17440ebeb37bfa4046558b,jumping blocks,ios,Facebook,jp_01_campaign,jumping_blocks_ad1,us,0.40.1,2010-11-01
eebbe7c1fe843a123e705330afd36ef9,jumping blocks,ios,Facebook,jp_01_campaign,jumping_blocks_ad1,us,0.48.1,2010-11-02
c9be88287ba9e5de8d2d34b0d1d4e9b7,jumping blocks,ios,Facebook,jp_01_campaign,jumping_blocks_ad1,us,0.48.1,2010-11-02
0143e24dc6bbce8433d14f3edda6955f,parking hoops,ios,Google,ph_01_campaign,parking_hoops_ad4,jp,0.20.1,2010-11-02
7854aa97a9aa84e7683d6e8a7d231273,jumping blocks,ios,Facebook,jp_01_campaign,jumping_blocks_ad1,us,0.48.1,2010-11-03
a81d40c8b422c836f5a035f9fb3b6498,jumping blocks,ios,Facebook,jp_01_campaign,jumping_blocks_ad1,us,0.40.1,2010-11-02
684e6a86527bc9d0d2002e7039a92e55,jumping blocks,ios,Facebook,jp_01_campaign,jumping_blocks_ad1,us,0.40.1,2010-11-01
57fa0951317272e66cfd405004a3ee2a,jumping blocks,ios,Facebook,jp_01_campaign,jumping_blocks_ad1,us,0.48.1,2010-11-02
e85f2a254dc1174bdb13ce2515a83d4d,jumping blocks,ios,Google,jp_03_campaign,jumping_blocks_ad2,jp,0.40.1,2010-11-01
5166b68ab51031c35ddb60606e292a14,parking hoops,ios,Google,ph_01_campaign,parking_hoops_ad4,jp,0.21.1,2010-11-02
8f95f46fdf79c3a037c0addf3892aa97,jumping blocks,ios,Facebook,jp_01_campaign,jumping_blocks_ad1,us,0.40.1,2010-11-01
ce5878b06d0a129c2205be27149c04ce,parking hoops,android,Facebook,ph_02_campaign,parking_hoops_ad6,jp,0.20.2,2010-11-03
a0bf6a821a1678b3e799a5ec8091ca65,jumping blocks,ios,Google,jp_03_campaign,jumping_blocks_ad2,au,0.40.1,2010-11-01
d9f94d1b40117ad02550a4276db7edd5,jumping blocks,ios,Facebook,jp_01_campaign,jumping_blocks_ad1,us,0.40.1,2010-11-01
a7d8e087ee376d71f0576cbf8ae20bd0,parking hoops,ios,Google,ph_01_campaign,parking_hoops_ad4,jp,0.20.1,2010-11-02
7740176ad4f8d701aefadb169d9e0c1f,jumping blocks,ios,Facebook,jp_01_campaign,jumping_blocks_ad1,us,0.48.1,2010-11-03
2e095e9ab510c5b51d5403fa5f024283,jumping blocks,ios,Facebook,jp_01_campaign,jumping_blocks_ad1,us,0.40.1,2010-11-02
3e37e7083628348d4a607717f073950c,jumping blocks,ios,Facebook,jp_01_campaign,jumping_blocks_ad1,us,0.48.1,2010-11-02
07c730c445ba38873b10b8897aeb4ecd,jumping blocks,ios,Facebook,jp_01_campaign,jumping_blocks_ad1,us,0.40.1,2010-11-03
69ff39b7577132cac0282447955d0ec7,jumping blocks,ios,Facebook,jp_01_campaign,jumping_blocks_ad1,us,0.48.1,2010-11-02
07002d2747e2224853f363d1aaed65e1,jumping blocks,ios,Facebook,jp_01_campaign,jumping_blocks_ad1,ca,0.48.1,2010-11-01
6aa1f6b177081523a0adc841de5f49eb,parking hoops,android,Facebook,ph_02_campaign,parking_hoops_ad6,jp,0.20.2,2010-11-03
2956603fa35e98ccbc76cf38ebb96868,jumping blocks,ios,Facebook,jp_01_campaign,jumping_blocks_ad1,us,0.40.1,2010-11-01
96d35f89d143b16f48f5902874b86449,parking hoops,ios,Google,ph_01_campaign,parking_hoops_ad2,au,0.21.1,2010-11-01
18b05fce90a7c80b7d371c1a310f8cd4,jumping blocks,ios,Facebook,jp_01_campaign,jumping_blocks_ad1,us,0.40.1,2010-11-03
b0c62a053828eead4f24274ecdf90520,jumping blocks,ios,Facebook,jp_01_campaign,jumping_blocks_ad1,us,0.48.1,2010-11-01
8520e5ce25df80e2529cf729cd22f6ed,jumping blocks,ios,Facebook,jp_01_campaign,jumping_blocks_ad1,us,0.48.1,2010-11-03
9d513c826ceb4ca8d1b7db098ea39266,jumping blocks,ios,Google,jp_03_campaign,jumping_blocks_ad3,gp,0.40.1,2010-11-02
b159ab648b8d292bde4f40b18e51b1c5,jumping blocks,ios,Facebook,jp_01_campaign,jumping_blocks_ad1,us,0.40.1,2010-11-02
e1889ca74cf0e5e47cc43efb6c88f307,jumping blocks,ios,Facebook,jp_01_campaign,jumping_blocks_ad1,us,0.48.1,2010-11-01
e488383051183201da66839304b2f100,jumping blocks,ios,Facebook,jp_01_campaign,jumping_blocks_ad1,us,0.40.1,2010-11-02
2ace98c567ff6b8707581708a7f918ac,jumping blocks,ios,Google,jp_03_campaign,jumping_blocks_ad2,jp,0.40.1,2010-11-02
ae0049d6523ae5889d11c1c52d45dd47,jumping blocks,ios,Facebook,jp_01_campaign,jumping_blocks_ad1,ca,0.48.1,2010-11-03
7e2561615b21868c6bccf9d7add860ee,jumping blocks,ios,Facebook,jp_01_campaign,jumping_blocks_ad1,us,0.40.1,2010-11-01
6b3398fdab6fd2e2eba4d4e04e8685bd,jumping blocks,ios,Facebook,jp_01_campaign,jumping_blocks_ad1,us,0.40.1,2010-11-01
9b59e85936c0d0c32e2854eb78fac9b2,parking hoops,ios,Google,ph_01_campaign,parking_hoops_ad1,jp,0.20.1,2010-11-03
497283a1621bb9f863b7e73233ab603f,parking hoops,android,Facebook,ph_02_campaign,parking_hoops_ad6,au,0.20.2,2010-11-01
bdb409eebd9f2d5609cffffe21b217a3,jumping blocks,ios,Facebook,jp_01_campaign,jumping_blocks_ad1,us,0.48.1,2010-11-01
cfb1d6a9bb46787983c93c353783c9f6,parking hoops,android,Facebook,ph_02_campaign,parking_hoops_ad16,au,0.20.2,2010-11-01
9d6d35da61276caf79912da91ba554c4,jumping blocks,ios,Facebook,jp_01_campaign,jumping_blocks_ad1,us,0.40.1,2010-11-03
3fe415916c3f0872058f976fb024b23f,jumping blocks,ios,Facebook,jp_01_campaign,jumping_blocks_ad1,us,0.48.1,2010-11-02
5fcf4d18d351f280d3635d79657af67b,parking hoops,android,Facebook,ph_02_campaign,parking_hoops_ad12,au,0.20.2,2010-11-01
a417ba83fdb9ba698480ac24e49f99bb,jumping blocks,ios,Facebook,jp_01_campaign,jumping_blocks_ad1,us,0.40.1,2010-11-02
b1122fbe43077acd436f243fe14f7681,jumping blocks,ios,Facebook,jp_01_campaign,jumping_blocks_ad1,us,0.40.1,2010-11-02
b081c5ef90e6a7c25f201d2710dd24c6,jumping blocks,ios,Google,jp_03_campaign,jumping_blocks_ad2,gp,0.48.1,2010-11-03
2175a35190872f8fd9b9043a11b3f3c4,jumping blocks,ios,Facebook,jp_01_campaign,jumping_blocks_ad1,us,0.40.1,2010-11-01
7df1f76d6825e51b2af01e0bc3991ec5,parking hoops,android,Facebook,ph_02_campaign,parking_hoops_ad6,us,0.20.2,2010-11-03
4d8ffc3787e8cdd88e92b764f3e0d386,jumping blocks,ios,Facebook,jp_01_campaign,jumping_blocks_ad1,us,0.48.1,2010-11-01
22476cb086c1c900754ccab4ed86a7f7,jumping blocks,ios,Google,jp_03_campaign,jumping_blocks_ad2,gp,0.40.1,2010-11-03
f31721e963d62dfb43cb015e9a0f44b2,jumping blocks,ios,Facebook,jp_01_campaign,jumping_blocks_ad1,us,0.40.1,2010-11-02
a680fbeeb151f0485a1cbe7de336b11c,jumping blocks,ios,Facebook,jp_01_campaign,jumping_blocks_ad1,us,0.48.1,2010-11-03
fceb6e564a0232f6d71f624c3340ded1,jumping blocks,ios,Facebook,jp_01_campaign,jumping_blocks_ad1,us,0.48.1,2010-11-03
7ef17f24d13e731c43f3cc73eb4c29d3,jumping blocks,ios,Facebook,jp_01_campaign,jumping_blocks_ad1,us,0.40.1,2010-11-02
320a454c9302639ee69d4a17f1ff0b38,jumping blocks,ios,Google,jp_03_campaign,jumping_blocks_ad1,gp,0.40.1,2010-11-03
c213a8f7f4a6286c77bad0594c2e99d8,jumping blocks,ios,Facebook,jp_01_campaign,jumping_blocks_ad1,us,0.48.1,2010-11-03
0243e64a05f01315cb7b62191a93d116,jumping blocks,ios,Facebook,jp_01_campaign,jumping_blocks_ad1,us,0.48.1,2010-11-03
eb7418b71e2cbd50c388e0005cc60f6c,jumping blocks,ios,Facebook,jp_01_campaign,jumping_blocks_ad1,us,0.40.1,2010-11-01
5839228ee2ab5e4c0ff2923793bffc93,jumping blocks,ios,Facebook,jp_01_campaign,jumping_blocks_ad1,ca,0.40.1,2010-11-01
c1d95369c9c06cef6cfea447cbce33f1,parking hoops,android,Facebook,ph_02_campaign,parking_hoops_ad16,ca,0.20.2,2010-11-01
4d248e97ad53388af40fab4042457639,jumping blocks,ios,Facebook,jp_01_campaign,jumping_blocks_ad1,us,0.40.1,2010-11-01
fd4a79dbb04628aef2fe64b9c637e9db,jumping blocks,ios,Facebook,jp_01_campaign,jumping_blocks_ad1,us,0.40.1,2010-11-01
8e99394fe627a3c7457a87e416becd4b,parking hoops,ios,Google,ph_01_campaign,parking_hoops_ad2,us,0.16.1,2010-11-01
8721332dd49f92c89241dc9877852f9f,jumping blocks,ios,Facebook,jp_01_campaign,jumping_blocks_ad1,us,0.40.1,2010-11-01
428e1a99a1a5c4ad2356d93d02cf997c,parking hoops,ios,Google,ph_01_campaign,parking_hoops_ad3,us,0.20.1,2010-11-01
86152d1794133d53f0fa9db90571ee1e,jumping blocks,ios,Facebook,jp_01_campaign,jumping_blocks_ad1,us,0.40.1,2010-11-01
627cebde60c47e4436c9315443cb88a2,jumping blocks,ios,Facebook,jp_01_campaign,jumping_blocks_ad1,us,0.40.1,2010-11-01
206366f2b3e7af845e4ccccb92828951,jumping blocks,ios,Google,jp_03_campaign,jumping_blocks_ad2,jp,0.40.1,2010-11-01
9bbb05428ec4d962b553b8164345193c,jumping blocks,ios,Google,jp_03_campaign,jumping_blocks_ad2,au,0.40.1,2010-11-01
56a50b88cc9f9bb82afd7ee253afa928,parking hoops,ios,Google,ph_01_campaign,parking_hoops_ad1,jp,0.20.1,2010-11-01
9412309833d3c25bbc3dd948e9b7b944,jumping blocks,ios,Google,jp_03_campaign,jumping_blocks_ad2,gp,0.40.1,2010-11-02
ac13bd43b6b7afe31fbce6f2ec9b4590,jumping blocks,ios,Facebook,jp_01_campaign,jumping_blocks_ad1,us,0.40.1,2010-11-01
7e2561615b21868c6bccf9d7add860ee,jumping blocks,ios,Facebook,jp_01_campaign,jumping_blocks_ad1,us,0.48.1,2010-11-01
65972c59bf4fcb2a2f0986fda8f3a17b,jumping blocks,ios,Facebook,jp_01_campaign,jumping_blocks_ad1,us,0.48.1,2010-11-01
64b3e06b89951dd41989e7bd788f2f05,jumping blocks,ios,Facebook,jp_01_campaign,jumping_blocks_ad1,us,0.48.1,2010-11-01
bc11f080c2ed23e7f40ef8a2d2a0bdd0,jumping blocks,ios,Facebook,jp_01_campaign,jumping_blocks_ad1,us,0.40.1,2010-11-02
6981fa0a4ac4b9046f7310484eedf286,parking hoops,ios,Google,ph_01_campaign,parking_hoops_ad1,jp,0.20.1,2010-11-02
194a94eff7f5e76102e915616531b463,jumping blocks,ios,Facebook,jp_01_campaign,jumping_blocks_ad1,us,0.48.1,2010-11-01
493a946b21bc41be5904e7d4203fe082,jumping blocks,ios,Google,jp_03_campaign,jumping_blocks_ad2,gp,0.40.1,2010-11-01
0c3893164b9979f8d136e6bef1a43e98,jumping blocks,ios,Facebook,jp_01_campaign,jumping_blocks_ad1,us,0.40.1,2010-11-01
9cf81b8253a131908f18bc58d473237e,jumping blocks,ios,Google,jp_03_campaign,jumping_blocks_ad3,au,0.40.1,2010-11-01
6461b214c163bb58fb8897f4f8d60c2c,jumping blocks,ios,Facebook,jp_01_campaign,jumping_blocks_ad1,us,0.40.1,2010-11-01
def78fb3d67a87752a4297b76d85ec52,jumping blocks,ios,Facebook,jp_01_campaign,jumping_blocks_ad1,us,0.40.1,2010-11-01
f901864a63eb6aaa99c82a44d5f7c157,jumping blocks,ios,Google,jp_03_campaign,jumping_blocks_ad2,jp,0.40.1,2010-11-01
a4ab671335c43fd4066be38fb7f47074,parking hoops,android,Facebook,ph_02_campaign,parking_hoops_ad23,jp,0.20.2,2010-11-01
b26ce1466d110f300378ce687d41f6e0,parking hoops,ios,Google,ph_01_campaign,parking_hoops_ad1,jp,0.20.1,2010-11-03
28e1e16ad99debafbf1e8eabab0940c2,jumping blocks,ios,Facebook,jp_01_campaign,jumping_blocks_ad1,us,0.40.1,2010-11-01
aad863b42440c9db4e5322d07bfdede7,jumping blocks,ios,Facebook,jp_01_campaign,jumping_blocks_ad1,us,0.40.1,2010-11-01
e754a87af6de299039de48eebca5666b,jumping blocks,ios,Google,jp_03_campaign,jumping_blocks_ad2,au,0.40.1,2010-11-01
9b54c54cfaa7a26d35e58b7d760cae42,jumping blocks,ios,Facebook,jp_01_campaign,jumping_blocks_ad1,us,0.40.1,2010-11-01
9927a6004a2545b0db344a530992c453,parking hoops,android,Facebook,ph_02_campaign,parking_hoops_ad2,jp,0.20.2,2010-11-01
118267e18b1436f47dc46736786d1aad,parking hoops,android,Facebook,ph_02_campaign,parking_hoops_ad7,au,0.20.2,2010-11-01
bda871537889e1593c1fecb1e4575bdf,jumping blocks,ios,Facebook,jp_01_campaign,jumping_blocks_ad1,us,0.40.1,2010-11-01
ca2d8fe23b4e1c220d42dffd1a70c275,jumping blocks,ios,Google,jp_03_campaign,jumping_blocks_ad3,au,0.40.1,2010-11-02
41546b63fdaa36c17d012b1be7f1e623,parking hoops,ios,Google,ph_01_campaign,parking_hoops_ad2,us,0.20.1,2010-11-01
c6f7386beaac252eb05a8c9bb3a0193b,jumping blocks,ios,Google,jp_03_campaign,jumping_blocks_ad3,jp,0.40.1,2010-11-01
71e831daf3bf8c342aa01fa408f44acb,jumping blocks,ios,Facebook,jp_01_campaign,jumping_blocks_ad1,us,0.40.1,2010-11-01
dfd8a0aecda3b5d12ce36285676bc471,jumping blocks,ios,Facebook,jp_01_campaign,jumping_blocks_ad1,us,0.40.1,2010-11-03
3e5d967a0918835595a381701890c750,jumping blocks,ios,Facebook,jp_01_campaign,jumping_blocks_ad1,us,0.40.1,2010-11-01
464fe0f6c1c303f943a7a7ad06868006,parking hoops,android,Facebook,ph_02_campaign,parking_hoops_ad16,gp,0.20.2,2010-11-01
a69d959b98201636c8abb425370f2b35,parking hoops,ios,Google,ph_01_campaign,parking_hoops_ad4,us,0.21.1,2010-11-01
217a630369b353cf5a5aeb34b1d18819,parking hoops,ios,Google,ph_01_campaign,parking_hoops_ad3,jp,0.20.1,2010-11-01
39800682679b88a2ad2ad0b10d7a3b85,jumping blocks,ios,Google,jp_03_campaign,jumping_blocks_ad1,gp,0.40.1,2010-11-01
eeaa4f72877b9bf897957c2ed3f6805c,jumping blocks,ios,Google,jp_03_campaign,jumping_blocks_ad2,gp,0.40.1,2010-11-01
e7519fec6abea4323f32dce107ef79db,jumping blocks,ios,Facebook,jp_01_campaign,jumping_blocks_ad1,us,0.40.1,2010-11-01
835a9f5aa4777b0b9037e05afcae45de,jumping blocks,ios,Facebook,jp_01_campaign,jumping_blocks_ad1,us,0.40.1,2010-11-01
94315bd043a000537e447aac62669fc2,jumping blocks,ios,Facebook,jp_01_campaign,jumping_blocks_ad1,us,0.40.1,2010-11-01
b6f54b1f289694aa73d3fdcf4ed23525,jumping blocks,ios,Google,jp_03_campaign,jumping_blocks_ad2,jp,0.40.1,2010-11-01
791a54ced7671e7687b45feae3d3c0d6,parking hoops,android,Facebook,ph_02_campaign,parking_hoops_ad23,gp,0.20.2,2010-11-01
10ddca50f33aca65f04c7ec36cd69ac6,jumping blocks,ios,Facebook,jp_01_campaign,jumping_blocks_ad1,us,0.40.1,2010-11-01
76e3772396d84bb95526f6171cb577a2,jumping blocks,ios,Facebook,jp_01_campaign,jumping_blocks_ad1,us,0.40.1,2010-11-01
6e58d222f9130b0cb992d8b47d206620,jumping blocks,ios,Facebook,jp_01_campaign,jumping_blocks_ad1,us,0.40.1,2010-11-01
14312c0a383e72524df6474670916948,jumping blocks,ios,Google,jp_03_campaign,jumping_blocks_ad2,us,0.40.1,2010-11-01
887fd01a12ecdbf033ccca0664d888ef,jumping blocks,ios,Google,jp_03_campaign,jumping_blocks_ad3,jp,0.48.1,2010-11-01
fe6ca69bf3b5f83d9a90623ec39aded6,jumping blocks,ios,Google,jp_03_campaign,jumping_blocks_ad2,au,0.40.1,2010-11-01
db2bd68a2c52ca0a6000e2a9546f5864,parking hoops,ios,Google,ph_01_campaign,parking_hoops_ad1,au,0.20.1,2010-11-01
134c88ee2727717c2520ed1c50a24082,jumping blocks,ios,Google,jp_03_campaign,jumping_blocks_ad2,gp,0.40.1,2010-11-01
cb7c597e697681225e4090103792a768,parking hoops,android,Facebook,ph_02_campaign,parking_hoops_ad6,ca,0.20.2,2010-11-01
519f6ec480d83bfb7fb6d9f178b2bd60,parking hoops,ios,Google,ph_01_campaign,parking_hoops_ad4,us,0.20.1,2010-11-01
ffe17084b56e1b8cb67ee25316d9a4a5,jumping blocks,ios,Facebook,jp_01_campaign,jumping_blocks_ad1,us,0.40.1,2010-11-01
eb39853d8d7e51b0b12e9f682c8efe0b,jumping blocks,ios,Facebook,jp_01_campaign,jumping_blocks_ad1,us,0.40.1,2010-11-01
5c805656a7bd7101413dd75204e4f84b,jumping blocks,ios,Facebook,jp_01_campaign,jumping_blocks_ad1,us,0.40.1,2010-11-01
00b204b4cfe70a4d7a99961773234f69,jumping blocks,ios,Google,jp_03_campaign,jumping_blocks_ad2,gp,0.40.1,2010-11-01
34dc3e481e22683ca6a424cde93aa1bc,jumping blocks,ios,Google,jp_03_campaign,jumping_blocks_ad2,au,0.40.1,2010-11-01
b548ba1c9382b85eaa87077d6012be51,jumping blocks,ios,Facebook,jp_01_campaign,jumping_blocks_ad1,us,0.40.1,2010-11-01
c81168e9adb057f918fb32529e98734f,jumping blocks,ios,Facebook,jp_01_campaign,jumping_blocks_ad1,us,0.40.1,2010-11-01
37e6a470c58801d9691cbaaf0e962ad9,jumping blocks,ios,Google,jp_03_campaign,jumping_blocks_ad2,us,0.40.1,2010-11-01
11dd6f15a6a643b35f9f6a17004938c8,jumping blocks,ios,Facebook,jp_01_campaign,jumping_blocks_ad1,us,0.40.1,2010-11-01
bb73a8ed4eb569dd5afd5f868a72b982,jumping blocks,ios,Google,jp_03_campaign,jumping_blocks_ad1,gp,0.40.1,2010-11-01
e895540b757fcc510d8c5cf8c66035d4,parking hoops,ios,Google,ph_01_campaign,parking_hoops_ad1,us,0.16.1,2010-11-01
862a08f74b03c6dc24e9c53f1c82aa75,jumping blocks,ios,Facebook,jp_01_campaign,jumping_blocks_ad1,us,0.40.1,2010-11-01
6a7b060639d8a890cd672ac2aaa76364,jumping blocks,ios,Google,jp_03_campaign,jumping_blocks_ad2,gp,0.40.1,2010-11-01
130ca54032c3850c7c2afc65435e09ce,parking hoops,ios,Google,ph_01_campaign,parking_hoops_ad2,jp,0.20.1,2010-11-01
d5ba807e87dec7d6f4c6cf07b07e2b44,jumping blocks,ios,Facebook,jp_01_campaign,jumping_blocks_ad1,us,0.40.1,2010-11-01
014f2acbf7bf9b8a475b416c76e3b93d,jumping blocks,ios,Facebook,jp_01_campaign,jumping_blocks_ad1,us,0.40.1,2010-11-01
82d8b5a4a6e6a9271d23e815ce3b001b,jumping blocks,ios,Google,jp_03_campaign,jumping_blocks_ad2,us,0.40.1,2010-11-01
96bf9138369ef66a8b78c625fbf52699,jumping blocks,ios,Facebook,jp_01_campaign,jumping_blocks_ad1,us,0.40.1,2010-11-01
9d4abbc35efeb29ce6ceb748a105c25f,jumping blocks,ios,Google,jp_03_campaign,jumping_blocks_ad2,au,0.40.1,2010-11-01
8725acb6d8a4c6587653f3aef6ffefb7,jumping blocks,ios,Facebook,jp_01_campaign,jumping_blocks_ad1,us,0.40.1,2010-11-01
955736ecdffd3dd5e194d684093b9965,parking hoops,android,Facebook,ph_02_campaign,parking_hoops_ad23,au,0.20.2,2010-11-01
7f2a395e15de978aa56df53121b9c284,jumping blocks,ios,Facebook,jp_01_campaign,jumping_blocks_ad1,us,0.40.1,2010-11-01
ac80a9efb80144837b459d72c481b73a,jumping blocks,ios,Facebook,jp_01_campaign,jumping_blocks_ad1,us,0.40.1,2010-11-01
2465f10f2c41de7bbbaf68f1a8ecab5e,jumping blocks,ios,Facebook,jp_01_campaign,jumping_blocks_ad1,us,0.40.1,2010-11-01
1ae938217f9b38b67d06b7126528dfd2,jumping blocks,ios,Google,jp_03_campaign,jumping_blocks_ad1,gp,0.40.1,2010-11-01
a013e8154195b04314dd3ae6d304db9a,jumping blocks,ios,Google,jp_03_campaign,jumping_blocks_ad2,gp,0.40.1,2010-11-01
c0f27068b42a3d1ca17b834c9eb5ccc5,parking hoops,android,Facebook,ph_02_campaign,parking_hoops_ad16,au,0.20.2,2010-11-01
84454fc057e989f6fae1706b6c9b3461,jumping blocks,ios,Facebook,jp_01_campaign,jumping_blocks_ad1,us,0.40.1,2010-11-01
1079f026e67a811ec38d84ed026d4234,jumping blocks,ios,Facebook,jp_01_campaign,jumping_blocks_ad1,us,0.40.1,2010-11-01
5792a45bd8f6a1635467fe707cd30303,jumping blocks,ios,Google,jp_03_campaign,jumping_blocks_ad2,gp,0.40.1,2010-11-01
23926c77796a3099b5215628fc08c8ff,jumping blocks,ios,Google,jp_03_campaign,jumping_blocks_ad1,ca,0.40.1,2010-11-01
72c798f81794ee588e453956363971a6,jumping blocks,ios,Facebook,jp_01_campaign,jumping_blocks_ad1,us,0.40.1,2010-11-01
58091041e973ee6818c1f64c2adbade2,parking hoops,android,Facebook,ph_02_campaign,parking_hoops_ad6,au,0.20.2,2010-11-01
